artists,popularity,genres
The Pierces,56,['candy pop']
The Pietasters,46,"['modern ska punk', 'ska', 'ska punk', 'ska revival', 'traditional ska']"
The Pinafores,4.8,[]
The Pinnacle Gospel Choir,63,[]
The Pioneers,43,"['cowboy western', 'traditional country', 'traditional folk', 'vocal harmony group', 'western swing']"
The Pipkins,31,['novelty']
The Pirates Of Penzance,26,[]
The Plastic Ono Band,42.0952380952,"['beatlesque', 'experimental rock']"
The Platters,28.0133333333,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']"
The Plimsouls,34.3333333333,"['jangle pop', 'power pop', 'underground power pop']"
The Plot In You,61,"['melodic metalcore', 'metalcore', 'post-screamo']"
The Poets Of Rhythm,43,"['afrobeat', 'bboy', 'funk']"
The Pogues,38.6710526316,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']"
The Pointer Sisters,40.0833333333,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']"
The Police,48.0983606557,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
The Polish Ambassador,51,['electropop']
The Pop Group,26,"['experimental', 'experimental rock', 'industrial', 'post-punk', 'uk post-punk']"
The Pop Trolls,60,[]
The Poppy Family,46.5,"['bubblegum pop', 'canadian psychedelic', 'classic canadian rock', 'psychedelic folk']"
The Posies,38,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'modern power pop', 'power pop', 'underground power pop']"
The Postal Service,44.1666666667,"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']"
The Power Station,35.75,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
The Prades Festival Orchestra,0,[]
The Prague Brass Soloists,38,[]
The Presidents,24,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
The Presidents Of The United States Of America,44.0588235294,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
The Pretty Reckless,48.1428571429,"['alternative metal', 'candy pop', 'post-grunge']"
The Pretty Things,26.5,"['art rock', 'blues rock', 'british blues', 'british invasion', 'classic garage rock', 'classic rock', 'country rock', 'experimental', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'pub rock']"
The Primitives,48,"['britpop', 'c86', 'candy pop', 'new wave pop']"
The Prisonaires,5.8,[]
The Proclaimers,54.125,"['celtic rock', 'scottish rock']"
The Prodigy,50.9,"['big beat', 'breakbeat', 'hardcore techno', 'rave']"
The Producers,31,[]
The Product G&B,59.6666666667,[]
The Promise Ring,37,"['alternative emo', 'emo', 'emo punk', 'indie punk', 'midwest emo', 'milwaukee indie', 'post-hardcore']"
The Protomen,47.5,"['comic', 'nightrun']"
The Prunes,50,"['acid rock', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
The Psychedelic Furs,36.3428571429,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']"
The Psychedelic Scorzonera,0,[]
The Psycho Realm,40,"['chicano rap', 'conscious hip hop', 'hardcore hip hop']"
The Pussycat Dolls,57.2608695652,"['dance pop', 'girl group', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
The Pyramids,27,['surf music']
The Quarrymen,47,"['beatlesque', 'skiffle']"
The Queers,36.5,"['boston rock', 'orgcore', 'power-pop punk', 'punk', 'skate punk']"
The RCA Victor Symphony Orchestra,6,[]
The RH Factor,46.5,"['contemporary jazz', 'funk', 'indie jazz', 'indie soul', 'jazz funk', 'jazz fusion', 'neo r&b', 'neo soul']"
The Raconteurs,50.3333333333,"['alternative rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'post-grunge', 'rock', 'supergroup']"
The Radiators,31,"['jam band', 'new orleans funk', 'swamp rock']"
The Radio Dept.,38,"['chillwave', 'dream pop', 'indie pop', 'indietronica', 'lund indie', 'metropopolis', 'modern dream pop', 'nu gaze', 'shoegaze', 'swedish indie pop']"
The Rah Band,45.5,"['brit funk', 'post-disco']"
The Raiders,49,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock']"
The Rain Library,68.5,"['sleep', 'water']"
The Rain Parade,27,"['gbvfi', 'jangle pop', 'paisley underground']"
The Raincoats,31.5,"['alternative rock', 'art punk', 'dance rock', 'dance-punk', 'experimental', 'experimental rock', 'lo-fi', 'post-punk', 'riot grrrl', 'uk post-punk']"
The Raindrops,17,['brill building pop']
The Rance Allen Group,39,"['contemporary gospel', 'gospel']"
The Range,37.5625,['soft rock']
The Range Riders,0,['western swing']
The Rapture,42.5,"['alternative dance', 'dance-punk', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave']"
The Rascals,24.0909090909,"['brill building pop', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']"
The Rasmus,68,"['finnish alternative rock', 'funk metal']"
The Rationals,32,"['classic garage rock', 'freakbeat']"
The Rave-Ups,29,['cowpunk']
The Ravens,2.6666666667,['country pop']
The Ravyns,36,[]
The Ray Charles Singers,32.6,['easy listening']
The Ray Conniff Singers,20.09375,"['adult standards', 'easy listening']"
The Ray Corniff Singers,0,[]
The Ray Noble Orchestra,44.5,[]
The Raymond Scott Quintette,8,[]
The Rays,22,['doo-wop']
The Ready Set,59,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']"
The Real Kids,31,"['boston rock', 'garage rock', 'power pop', 'protopunk', 'pub rock', 'punk blues']"
The Real McKenzies,54,"['canadian celtic', 'canadian punk', 'celtic rock', 'punk', 'skate punk', 'vancouver punk']"
The Real Roxanne,32,"['electro', 'old school hip hop', 'proto-rap']"
The Receiving End Of Sirens,40,"['dreamo', 'post-hardcore', 'progressive post-hardcore', 'screamo']"
The Records,37,"['jangle pop', 'power pop', 'pub rock', 'underground power pop']"
The Red Army Choir,41.75,['russian folk']
The Red Budd Gospel Choir,27.6666666667,[]
The Red Jumpsuit Apparatus,56.5714285714,"['emo', 'pop punk', 'pop rock', 'post-grunge', 'screamo']"
The Red Krayola,22,"['experimental', 'experimental rock', 'outsider', 'post-punk']"
The Red Pears,51,['indie garage rock']
The Redwalls,38,['beatlesque']
The Refreshments,38.5,[]
The Relaxing Sounds of Swedish Nature,65,"['environmental', 'sleep']"
The Remains,27.5,['indie folk']
The Rembrandt Trio,35,['classical piano trio']
The Rembrandts,56.4,['pop rock']
The Rentals,40,"['alternative pop', 'alternative rock']"
The Replacements,29.958041958,"['alternative pop', 'alternative rock', 'anti-folk', 'art rock', 'dance rock', 'indie rock', 'new wave', 'permanent wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'rock', 'roots rock']"
The Residents,22,"['art rock', 'canterbury scene', 'dance rock', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'no wave', 'outsider', 'post-punk', 'psychedelic rock', 'zolo']"
The Reverend Horton Heat,36.4545454545,"['psychobilly', 'punk', 'rockabilly', 'surf music', 'texas country']"
The Revivalists,54.6666666667,"['indie folk', 'modern alternative rock', 'modern rock', 'rock']"
The Revolution,0,"['acoustic punk', 'folk punk', 'modern ska punk', 'ska', 'ska punk']"
The Rezillos,38,"['pub rock', 'punk', 'scottish new wave', 'zolo']"
The Rhythm Rockers,38,['instrumental surf']
The Rhythmettes,19.6666666667,[]
The Righteous Brothers,30.6333333333,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll']"
The Rio Singers,42,[]
The Rip Chords,12.1,['surf music']
The Rippingtons,27.6363636364,['smooth jazz']
The Ritchie Family,36.6666666667,"['deep disco', 'disco', 'philly soul', 'post-disco']"
The Ritz Brothers,0.5,[]
The Rivieras,27.75,"['classic garage rock', 'doo-wop', 'surf music']"
The Rivingtons,38,['doo-wop']
The Roar of the Greasepaint - The Smell of the Crowd Ensemble,31,[]
The Robert Cray Band,45,"['blues', 'blues rock', 'electric blues', 'modern blues']"
The Roberta Martin Singers,10,['gospel singers']
The Robins,43,"['brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
The Roches,30.3333333333,"['folk', 'traditional folk']"
The Rocket Ship Singers,35,[]
The Rockets,42,"['alternative country', 'country rock', 'heartland rock', 'new americana', 'roots rock']"
The Rockin' Berries,28,"['british invasion', 'merseybeat', 'rock-and-roll']"
The Rolling Stones,34.5739130435,"['album rock', 'british invasion', 'classic rock', 'rock']"
The Romantics,39.3333333333,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock']"
The Ronettes,48.1666666667,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll', 'soul']"
The Rooftop Singers,45,['american folk revival']
The Roots,45.0256410256,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'philly rap', 'southern hip hop']"
The Rosebuds,41,['classic girl group']
The Rosenberg Trio,39,['gypsy jazz']
The Rosettes,5.3333333333,[]
The Royal Concept,56,"['indie pop', 'swedish alternative rock', 'swedish indie pop']"
The Royal Guardsmen,26,['bubblegum pop']
The Royal Victoria Hotel Calypsos,0.6666666667,['bahamian folk']
The Royals,20,[]
The Rubinoos,29.5,"['power pop', 'pub rock', 'underground power pop']"
The Rumjacks,43,['celtic punk']
The Runaways,33.75,"['early us punk', 'protopunk']"
The Rutgers University Choir,0,[]
The Rutles,33,"['beatlesque', 'comic', 'parody']"
The Ruts,36.3333333333,"['oi', 'pub rock', 'punk']"
The S.O.S Band,34.3333333333,"['disco', 'electro', 'funk', 'minneapolis sound', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
The SPIRIT,0,[]
The Salsoul Orchestra,34.25,"['deep disco', 'disco', 'philly soul', 'post-disco']"
The Samples,34.4,[]
The Sandals,46,[]
The Sandpipers,23.5555555556,['bubblegum pop']
The Santana Band,48,[]
The Sapphires,30.5,"['northern soul', 'philly soul']"
The Saturdays,58,"['bubblegum dance', 'dance pop', 'electropop', 'europop', 'girl group', 'pop', 'pop rap', 'post-teen pop', 'uk pop']"
The Savoy Hotel Orpheans,2.8181818182,[]
The Saw Doctors,46.5,"['celtic', 'celtic rock', 'irish country', 'irish folk']"
The School Belles,6,[]
The Score,68.8571428571,"['modern alternative rock', 'modern rock']"
The Scottish Baroque Ensemble,43,[]
The Script,61.1379310345,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
The Sea and Cake,39.5,"['american post-rock', 'chicago indie', 'freak folk', 'indie rock', 'lo-fi', 'slow core']"
The Searchers,34.2307692308,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
The Seeds,32.3,"['alternative rock', 'art rock', 'permanent wave', 'rock']"
The Seekers,49.6,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'traditional folk']"
The Selecter,40.4,"['punk', 'rock steady', 'ska', 'ska punk', 'ska revival']"
The Sesame Street Kids,22,[]
The Shadows,36.96,"['adult standards', 'brill building pop', 'british invasion', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
The Shadows Of Knight,27.7142857143,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
The Shamen,31,"['acid house', 'big beat', 'britpop', 'hardcore techno', 'hip house']"
The Shangri-Las,45.2,"['brill building pop', 'classic girl group']"
The Shapeshifters,43,"['deep house', 'disco house', 'diva house', 'house', 'vocal house']"
The Sharks,2,"['melodic metalcore', 'metalcore']"
The Sharps,51,['soda pop']
The Sheepdogs,45,"['canadian indie', 'canadian rock', 'deep new americana', 'electric blues', 'modern blues rock', 'rock']"
The Shells,14.6666666667,['doo-wop']
The Shelter People,32,[]
The Shins,48.0384615385,"['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'rock', 'stomp and holler']"
The Shirelles,25.5675675676,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
The Shivas,52,"['indie garage rock', 'portland indie']"
The Shivers,42,[]
The Silent Comedy,52,['alternative americana']
The Silhouettes,26.6,"['doo-wop', 'rhythm and blues']"
The Silvertones,21,"['dub', 'early reggae', 'reggae', 'rock steady']"
The Simms Twins,13,[]
The Simpsons,40,['comic']
The Sing Team,48,"['anthem worship', 'christian uplift', 'indiecoustica', 'roots worship']"
The Singing Dogs,4.5,['animal singing']
The Singing Trees,9,[]
The Six Parts Seven,59,"['american post-rock', 'post-rock']"
The Skatalites,39,"['dub', 'reggae', 'rock steady', 'ska', 'ska jazz', 'ska revival']"
The Skinny Boys,34,[]
The Skull Cowboy,0,[]
The Skylarks,17,['vocal harmony group']
The Skyliners,25.6666666667,"['brill building pop', 'doo-wop', 'rhythm and blues']"
The Slackers,39.5,"['modern ska punk', 'ska', 'ska punk', 'ska revival', 'traditional ska']"
The Sleep Helpers,67,"['sleep', 'water']"
The Sleeping,50,['screamo']
The Slip N' Slide Express,38,[]
The Slits,34.5714285714,"['alternative rock', 'dance rock', 'dance-punk', 'experimental', 'no wave', 'post-punk', 'punk', 'riot grrrl', 'uk post-punk']"
The Slobs,0,[]
The Smashing Pumpkins,44.6538461538,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
The Smith Glamann Quintet,0,[]
The Smithereens,35.8888888889,"['alternative rock', 'beatlesque', 'dance rock', 'jangle pop', 'new jersey indie', 'new wave', 'new wave pop', 'pop rock', 'power pop', 'roots rock']"
The Smiths,46,"['dance rock', 'madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
The Smothers Brothers,7.8571428571,['comic']
The Soca Boys feat. Van B. King,49,[]
The Soft Boys,31,"['alternative rock', 'art rock', 'dance rock', 'experimental', 'gbvfi', 'jangle pop', 'new wave', 'post-punk', 'power pop', 'psychedelic rock', 'pub rock', 'punk blues', 'uk post-punk']"
The Soft Winds,0,[]
The Softones,37,['classic soul']
The Soggy Bottom Boys,54.3333333333,['outlaw country']
The Song Swappers,12.4117647059,[]
The Sonics,31.3076923077,"['classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'punk', 'punk blues']"
The Sorrows,22,"['australian alternative rock', 'australian country', 'australian pop', 'australian rock']"
The Soul Children,29,"['classic soul', 'memphis soul', 'soul', 'southern soul']"
The Soul Searchers,29,['go-go']
The Soul Stirrers,18.3684210526,['gospel singers']
The Soul Survivors,35,[]
The Soulsonic Force,38.8,[]
The Sound,35.375,"['environmental', 'water']"
The Sound Designers,60,"['environmental', 'water']"
The Sound Of Music Ensemble,9,[]
The Sound Of Music Orchestra,10,[]
The Sounds,9,"['environmental', 'sleep']"
The Soup Dragons,37.5,"['britpop', 'c86', 'madchester', 'scottish indie']"
The Source,60,[]
The Source & Candi Staton,60,[]
The Souther-Hillman-Furay Band,31,['country rock']
The Southern California Community Choir,31,[]
The Southern Death Cult,30,['gothic rock']
The Southern Serenaders,5,[]
The Specials,38.1176470588,"['dance rock', 'punk', 'ska', 'ska revival']"
The Speks,49.5,[]
The Spencer Davis Group,34.2857142857,"['blues rock', 'british blues', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']"
The Spill Canvas,42.5,"['dreamo', 'emo', 'neon pop punk', 'pop emo', 'pop punk', 'screamo', 'south dakota indie']"
The Spinners,36.2,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
The Spiral Starecase,45,['bubblegum pop']
The Spits,40,"['garage pop', 'garage punk', 'hardcore punk', 'indie punk', 'punk', 'punk blues']"
The St. Anthony Singers,0,[]
The St. Charles Borromeo Choir,27,[]
The Standells,31.75,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
The Stanley Brothers,19.9411764706,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'country gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
The Staple Singers,27.5897435897,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
The Stardusters,21.5,[]
The Starlighters,16,[]
The Starting Line,44.6,"['dreamo', 'emo', 'neon pop punk', 'philly indie', 'pop emo', 'pop punk', 'screamo']"
The Statler Brothers,29.1621621622,"['country', 'country rock']"
The Statlers,23,[]
The Staves,51,"['indie folk', 'indie pop', 'new americana', 'stomp and holler', 'uk americana']"
The Steeldrivers,48.1875,"['bluegrass', 'neo-traditional bluegrass', 'new americana', 'progressive bluegrass', 'roots rock']"
The Stills-Young Band,36.6,"['country rock', 'folk rock', 'roots rock']"
The Stixxx,44.3333333333,"['country rap', 'redneck']"
The Stone Foxes,49,"['alternative roots rock', 'bay area indie', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'punk blues']"
The Stone Roses,54.125,"['britpop', 'madchester', 'modern rock', 'rock']"
The Stooges,35.3333333333,"['alternative rock', 'classic rock', 'dance rock', 'garage rock', 'permanent wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'punk blues', 'rock']"
The Story So Far,49.6666666667,"['alternative emo', 'anthem emo', 'emo', 'pop punk']"
The Strangeloves,38,"['classic garage rock', 'freakbeat']"
The Strangers,30.5454545455,['bakersfield sound']
The Stranglers,43.7,"['art rock', 'dance rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'synthpop', 'zolo']"
The Stray Birds,53,"['lancaster pa indie', 'new americana', 'progressive bluegrass']"
The Streets,60,"['birmingham hip hop', 'grime', 'modern rock', 'uk garage']"
The String Cheese Incident,46.5,"['jam band', 'jamgrass', 'progressive bluegrass']"
The Strings of the London Festival Orchestra,18.8571428571,[]
The Strings of the Philadelphia Orchestra,35,['string orchestra']
The Strokes,56.2702702703,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
The Strumbellas,70,"['canadian folk', 'canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']"
The Struts,59.5,"['glam rock', 'modern alternative rock', 'modern rock']"
The Style Council,45.9444444444,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']"
The Stylistics,32.1904761905,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']"
The Subdudes,39,"['louisiana blues', 'roots rock', 'swamp rock']"
The Submarines,46,"['indie pop', 'la indie']"
The Subways,49,"['dance-punk', 'garage rock', 'garage rock revival', 'modern rock', 'new rave']"
The Sugarcubes,31.7,"['alternative pop', 'alternative rock', 'art pop', 'dance rock', 'icelandic pop', 'new wave', 'new wave pop']"
The Sugarhill Gang,42.6666666667,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
The Suicide Machines,39.8888888889,"['melodic hardcore', 'modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
The Suitcase Junket,43,"['deep new americana', 'new england americana', 'one-person band', 'western mass indie']"
The Summer Set,52.3333333333,"['alternative pop rock', 'neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'post-teen pop']"
The Sunday Manoa,22.75,['hawaiian']
The Sundays,34.4615384615,"['alternative pop', 'alternative rock', 'britpop', 'dream pop', 'lilith', 'new wave pop', 'pop rock']"
The Supermen Lovers,62,"['disco house', 'filter house']"
The Supersonics,27,['rock steady']
The Supervillains,43,"['east coast reggae', 'modern ska punk', 'reggae rock', 'ska', 'ska punk']"
The Supremes,31.1451612903,"['brill building pop', 'classic girl group', 'disco', 'folk rock', 'funk', 'motown', 'quiet storm', 'soul']"
The Surfaris,34.875,['surf music']
The Sutherland Brothers,49,[]
The Swallows,33,['rhythm and blues']
The Sweet Inspirations,26.25,"['brill building pop', 'classic soul', 'rhythm and blues', 'soul', 'southern soul']"
The Sweet Remains,54,['indie folk']
The Sweetback Sisters,3.7142857143,[]
The Swellers,48,"['alternative emo', 'anthem emo', 'fast melodic punk', 'melodic hardcore', 'pop punk', 'skate punk']"
The Swinging Blue Jeans,37,"['brill building pop', 'british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
The Swingle Singers,25,"['a cappella', 'french jazz']"
The Sword,45,"['psychedelic doom', 'sludge metal', 'stoner metal', 'stoner rock']"
The Sylvers,33,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm']"
The Symphony Orchestra,0.1428571429,[]
The System,36.75,"['electro', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
The TMG's,17,[]
The Tabulations,18,"['classic soul', 'philly soul']"
The Tallest Man On Earth,55,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']"
The Tallis Scholars,31,"['british choir', 'choral', 'classical', 'early music', 'early music choir', 'early music ensemble', 'monastic', 'polyphony']"
The Tams,50,"['beach music', 'motown', 'northern soul']"
The Taxi Gang,56,[]
The Taxpayers,53,"['anti-folk', 'folk punk']"
The Team,54,"['anthem emo', 'pop punk']"
The Teardrop Explodes,40,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'pub rock', 'uk post-punk']"
The Techniques,26.5,"['dub', 'early reggae', 'reggae', 'rock steady', 'roots reggae', 'ska']"
The Teeth,40,"['alternative emo', 'anthem emo', 'emo', 'melodic hardcore', 'midwest emo', 'progressive post-hardcore', 'screamo']"
The Temper Trap,53,"['alternative dance', 'australian indie', 'indie pop', 'indietronica', 'modern rock']"
The Tempos,29,[]
The Temprees,35.5555555556,"['classic soul', 'funk', 'motown']"
The Temptations,30.5302325581,"['classic soul', 'funk', 'memphis soul', 'motown', 'soul']"
The Tennors,41,"['early reggae', 'rock steady', 'ska revival']"
The Tex-I-An Boys,7,['autoharp']
The The,36.2857142857,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Thermals,42.5,"['alternative rock', 'dance-punk', 'indie punk', 'indie rock', 'lo-fi']"
The Thompson Community Singers,29.75,[]
The Three Degrees,40.8333333333,"['classic girl group', 'disco', 'motown', 'philly soul', 'quiet storm']"
The Three Sounds,17.2,"['hard bop', 'jazz funk', 'soul jazz']"
The Three Stooges,10.6666666667,[]
The Three Suns,14.5,"['easy listening', 'exotica', 'lounge']"
The Three Tops,33,['rock steady']
The Throne,57,[]
The Tides,67,"['background music', 'focus']"
The Tiger,7,['hawaiian indie']
The Time,33.5625,"['electro', 'funk', 'funk rock', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'synth funk', 'urban contemporary']"
The Time Bomb,51,[]
The Ting Tings,47,"['alternative dance', 'dance pop', 'dance-punk', 'electropop', 'new rave', 'pop rock']"
The Toasters,41,"['euroska', 'ska', 'ska punk', 'ska revival', 'traditional ska']"
The Tokens,45.6666666667,"['brill building pop', 'doo-wop', 'sunshine pop']"
The Tommy McCook All Stars,36,[]
The Tony Rich Project,54,"['new jack swing', 'r&b', 'urban contemporary']"
The Tornados,22.4,"['british invasion', 'merseybeat', 'rock-and-roll', 'surf music']"
The Toyes,43,[]
The Tractors,52,['country']
The Trade Martin Orchestra,0,[]
The Tragically Hip,38.3157894737,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']"
The Trammps,42.5,"['disco', 'motown', 'philly soul', 'post-disco']"
The Trashmen,46.6666666667,"['classic garage rock', 'protopunk', 'surf music']"
The Travelers,3,[]
The Treblemakers,50,"['a cappella', 'college a cappella', 'hollywood']"
The Tremeloes,45.5,"['adult standards', 'beatlesque', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'nederpop', 'rock-and-roll', 'rockabilly']"
The Troggs,35.75,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'freakbeat', 'merseybeat', 'protopunk', 'psychedelic rock', 'rock-and-roll']"
The Tubes,33.3333333333,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'soft rock', 'zolo']"
The Turks,2,[]
The Turtles,29.7931034483,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']"
The Twinz,39,[]
The Twisters,46,[]
The Tymes,29.4285714286,"['beach music', 'brill building pop', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
The UMC's,30,[]
The Undead,27,[]
The Underachievers,50,"['psychedelic hip hop', 'rap', 'underground hip hop']"
The Undertones,29.5555555556,"['dance rock', 'mod revival', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'ska']"
The Undisputed Truth,40,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
The Union Station,32,[]
The Union Underground,47.3333333333,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']"
The Uniques,30,['rock steady']
The United States Military Academy Band,35,['college marching band']
The United States Of America,24,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
The Unlikely Candidates,65,"['fort worth indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
The Up All Nite Crew,46,[]
The Upsetters,40.3684210526,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']"
The Urge,36.6666666667,['ska punk']
The Used,47.1071428571,"['emo', 'pop punk', 'post-hardcore', 'screamo']"
The Vaccines,57,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']"
The Valentines,30,['doo-wop']
The Valentinos,16.25,['electrofox']
The Vamps,58.5625,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
The Vandals,37.75,"['hardcore punk', 'melodic hardcore', 'punk', 'ska', 'ska punk', 'skate punk']"
The Vapors,51.5,"['dance rock', 'mod revival', 'new wave', 'new wave pop', 'power pop', 'pub rock']"
The Vaselines,48,"['alternative rock', 'lo-fi', 'post-punk', 'scottish indie', 'scottish rock']"
The Vaughan Brothers,37.4285714286,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues']"
The Veer Union,49.5,"['alternative metal', 'christian rock', 'gymcore', 'hard alternative', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']"
The Vegabonds,44,[]
The Veldt,31,['indie shoegaze']
The Velvelettes,49.5,"['brill building pop', 'classic girl group', 'motown', 'soul']"
The Velvet Underground,35.9209039548,"['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']"
The Ventures,17.640776699,"['rock-and-roll', 'rockabilly', 'surf music']"
The Veronicas,57.3333333333,"['australian pop', 'candy pop', 'dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop']"
The Verve,56.5555555556,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'shoegaze']"
The Verve Pipe,47.3333333333,"['pop rock', 'post-grunge']"
The Very Unknown Band,38,[]
The Veterinary Street Jazz Band,28.25,[]
The Vibrators,30,"['oi', 'pub rock', 'punk']"
The Vienna Orchestra,0,[]
The Village Callers,30,"['hammond organ', 'rare groove']"
The Village Stompers,16.4,[]
The Villian,34,[]
